PRA,Crime Count,Lat,Lon,Mean Pixel Values,Median Pixel Values,Gray_ratio
341,42,39.07712248880952,-77.09258793214285,85.49781659388647,83.0,0.38986299425001775
342,140,39.08352529885715,-77.07952044471429,97.0119760479042,92.0,0.951692567160583
343,61,39.089375554918036,-77.08568051622952,84.03819444444444,84.0,0.3160241422434887
344,50,39.092682365200005,-77.09807347419999,73.1880341880342,73.0,0.06047721268163805
345,101,39.09867657564356,-77.08353786158416,62.83575581395349,59.0,0.11919123928858052
346,252,39.099650231785716,-77.07145547579364,114.79277364505845,117.0,3.931519357195033
347,130,39.1067703623077,-77.05003690900001,65.58874045801527,63.0,0.09965124464068599
348,435,39.08305537767816,-77.06646215151724,83.47926267281106,79.0,0.49422601044817155
349,62,39.08803298887095,-77.04885105677415,82.635687732342,75.0,0.5591639194781511
350,108,39.07316435185186,-77.05677198722223,73.38227146814404,72.0,0.24265878600243926
351,154,39.06200577051948,-77.0525898038961,85.94312796208531,81.0,0.9631915123957995
352,79,39.036476909367096,-77.04938813746834,141.41666666666666,133.5,6.130252100840337
353,31,39.036860188709674,-77.04097873193547,97.5578947368421,97.0,1.0906835100383487
354,215,39.03971882181395,-77.05011143167442,149.22916666666666,161.5,7.756723716381418
355,184,39.04177018065217,-77.05014583576087,135.54545454545453,137.0,34.082352941176474
356,43,39.041113267209305,-77.04583401674418,90.18181818181819,85.0,0.5179801071155318
357,29,39.037991538965514,-77.03844121551724,66.66906474820144,71.0,0.060176181214963965
358,92,39.04370034510871,-77.04991251304348,111.82692307692308,112.5,3.1446899501069137
359,51,39.0447118082353,-77.0454515352941,79.90721649484536,81.0,0.2629949486719896
360,101,39.038788776237624,-77.02939204445542,80.7378277153558,77.0,0.686380348900884
361,70,39.040352544,-77.02076423485713,72.71336206896552,73.0,0.14977508178844057
362,10,39.054743331,-77.021190978,42.33548387096774,41.5,0.0
363,12,39.04843697249999,-77.0286689275,70.31192660550458,64.0,0.4168977629876132
364,22,39.047923250000004,-77.04646614272727,68.17647058823529,62.0,0.34232296492389147
365,5,39.054038647999995,-77.037677908,46.49842271293375,38.0,0.1452101623805454
366,161,39.05823166639752,-77.04832365385094,98.55194805194805,98.5,2.2638709677419353
367,15,39.06265457666667,-77.03505740733334,80.73300970873787,70.5,0.5596923942605271
368,194,39.065369117010306,-77.04255761644329,74.61074918566776,71.0,0.31210975539898034
369,44,39.086792406363635,-77.04135390181818,69.4223602484472,68.0,0.14358309743869582
370,43,39.0802061627907,-77.03325170348839,87.88511137162955,75.0,1.213279796876384
371,49,39.099382931632654,-77.03927122285715,74.4900947459087,72.0,0.2898861992333736
372,128,39.102046178828125,-77.01473914203125,65.24766063630692,63.0,0.13991760577195544
373,69,39.07607576521739,-77.0170746352174,57.13716814159292,56.0,0.04595969414204251
374,89,39.09323654191011,-76.9841599955056,65.56419529837251,64.0,0.12150081969748523
375,58,39.07253243017241,-76.9841777498276,74.64624505928853,76.0,0.30709070145689865
376,96,39.06810932885417,-76.9663740965625,64.78650137741047,61.0,0.16958846201666045
377,202,39.05947475980198,-76.95229905222773,90.66099773242631,92.0,0.8288962078587438
378,171,39.07453521169591,-76.94736651099416,106.6103896103896,95.0,1.6892710892710894
379,121,39.08108498793389,-76.95600064719008,67.83441981747066,63.0,0.3313800250774073
380,618,39.08258173770227,-76.93951435577671,90.18685831622176,88.0,0.9392026138019338
381,301,39.09945584611296,-76.92708755325582,80.8564935064935,77.0,0.777979267213068
382,43,39.11307981837209,-76.92364492976745,57.04753623188406,44.0,0.3491869807233541
383,92,39.11088609565217,-76.93720523076087,56.69307324840764,47.0,0.2429240960385411
384,195,39.096312918974355,-76.9438237345641,77.83568677792042,72.0,0.3981437712572779
385,63,39.107764817936506,-76.97289913238096,64.91146881287726,64.0,0.08811575627772063
386,56,39.11033912321428,-76.9914556975,74.87780898876404,71.5,0.2594316222153977
387,51,39.098193011568625,-76.99464935627451,66.02602739726028,62.0,0.19933811087886932
388,60,39.116920827666675,-77.00307955266665,64.67677725118483,64.0,0.09883809876563092
389,16,39.141072406250004,-76.98765968687499,51.94363459669582,49.0,0.0038689805424085345
390,83,39.145213626867466,-77.0174183439759,70.5130293159609,66.0,0.29007747318235994
391,24,39.130965303749996,-77.03995820833333,65.79881656804734,61.0,0.25546362155449104
392,27,39.1356304137037,-77.06055859555555,78.57142857142857,76.0,0.5271199275416116
393,65,39.11559249353846,-77.08099406323078,67.3440414507772,65.0,0.09175976480470391
394,81,39.10591092654321,-77.09689169888891,56.041697691734925,55.0,0.0591016548463357
395,8,39.1144517575,-77.118020035,47.126708074534164,44.0,0.00837276061878688
396,10,39.121869456,-77.122659638,57.217885024840314,52.0,0.06931586067856858
397,25,39.1338245296,-77.116546346,74.74114441416894,65.0,0.5578809865254369
398,39,39.12784254666668,-77.08970974923078,58.248366013071895,59.0,0.03541221303095083
399,238,39.14785014247899,-77.0727863167647,75.64246575342466,72.0,0.20012605681250137
400,48,39.17031302979167,-77.07514342,69.9594017094017,72.0,0.08462392128931807
401,233,39.15453647690987,-77.05979141120172,85.01157407407408,80.5,0.5248079717666597
402,4,39.17216729,-77.02534889,68.37915407854985,66.0,0.12882471758809008
403,10,39.158386953000004,-77.005835643,56.312592592592594,51.0,0.044731815245921916
404,13,39.21330349461538,-77.04511378846155,64.13149454778704,57.0,0.22334587501147105
405,6,39.20339997666667,-77.03825219,68.21747700394218,67.0,0.11831929514659313
406,3,39.19533343333333,-77.05309562666667,61.36511156186612,56.5,0.10523335464425974
407,4,39.2032985725,-77.086670465,80.58811040339702,83.0,0.46839376902047763
408,8,39.222699340000005,-77.06096832125,65.72736732570239,58.0,0.2572452229299363
409,10,39.245362347000004,-77.11677196,68.16873449131513,69.0,0.28389330487714637
410,8,39.22367408625,-77.12279019249999,71.24442609413708,72.0,0.2179995764805534
411,9,39.19211109555555,-77.11345686888889,74.62606232294617,77.0,0.2656587818901043
412,78,39.15949383935898,-77.0959913976923,68.05608755129958,69.0,0.18952716839022057
413,32,39.1285576828125,-77.14207586656251,53.448377581120944,50.0,0.07146447473463233
414,79,39.12765247063291,-77.15856107075949,96.88467614533965,76.0,1.2640283520378026
415,6,39.14510942166667,-77.15478755166667,74.09649122807018,69.5,0.1751530328324986
416,25,39.1945892668,-77.1359505916,70.46643417611159,69.0,0.188375751694529
417,61,39.16571434016392,-77.14952867770494,73.13739868776534,71.0,0.29743182456164374
418,16,39.137412958750005,-77.17546761062499,56.983539094650205,50.0,0.1459902342133576
419,642,39.1473018764486,-77.18527563518691,95.82951945080092,92.5,1.1865862573099415
420,295,39.158239789050846,-77.16987779172881,86.7,81.0,0.4989931452515103
421,250,39.17156977928,-77.16140566383999,107.75602836879433,90.0,1.8489246404530197
422,166,39.187471155843376,-77.20302590138554,60.383447228549734,60.0,0.028823887084880397
423,62,39.167214741935474,-77.19724517822581,70.48866498740554,66.0,0.21595550534457286
424,159,39.171643954213835,-77.21335314522014,71.5665529010239,64.0,0.4372665272970287
425,97,39.16029859618557,-77.22411275639175,124.3452380952381,121.0,5.22931265841658
426,496,39.15860535108871,-77.20897798471775,109.61245674740485,100.0,2.1933467741935484
427,177,39.143579025932205,-77.19640458152543,99.23846153846154,95.5,1.3593635698610096
428,232,39.145276796336205,-77.20616179405172,139.05084745762713,138.0,12.22514777001612
429,103,39.13713042029126,-77.20714686572816,98.06666666666666,100.0,1.581834137779728
430,68,39.13975238735294,-77.19950587735293,117.97916666666667,104.5,2.630128205128205
431,186,39.14062797129032,-77.19532710784947,155.40540540540542,157.0,inf
432,123,39.13752225585365,-77.19065137455286,92.3262839879154,84.0,0.7899607567504247
433,119,39.133136872100835,-77.1932233315126,113.368,101.0,2.1018934004596694
434,148,39.131057083648656,-77.20231251993243,91.16585365853659,89.0,0.7463091011025976
435,217,39.11693770608294,-77.18747204447004,101.16981132075472,94.0,1.6374815543531727
436,45,39.131829861333344,-77.18589394311111,67.28125,69.0,0.028298507462686567
437,121,39.125443841239665,-77.17854314512395,120.20942408376963,111.0,2.8620689655172415
438,59,39.11730677050847,-77.16699412237287,140.64529914529913,145.5,10.687144886363637
439,294,39.11552341136054,-77.17673315482993,129.13168724279836,124.0,10.002454417952315
440,19,39.10730654157895,-77.18293209631578,116.23809523809524,120.5,6.522342064714946
441,227,39.112679632466964,-77.20679658775332,126.39364303178485,112.0,3.1044065105200476
442,100,39.117304670200014,-77.21264792350001,83.177304964539,85.0,0.563941858914522
443,27,39.13252374777777,-77.21449446407406,106.87422934648582,104.0,2.151818181818182
444,31,39.13264321129033,-77.20591755612904,107.42592592592592,103.0,2.022928608650339
445,137,39.145115140656934,-77.21773519941605,135.0241935483871,132.0,6.701471941122355
446,29,39.15202859655172,-77.22628780344827,48.80442804428044,45.0,0.028860365616491638
447,559,39.168281906654734,-77.2569353142755,85.82885304659499,82.0,0.6263137341460516
448,440,39.15242176222728,-77.27563272570455,83.62117503059976,81.0,0.7239521562492114
449,85,39.131674847764714,-77.234506598,78.90095238095238,78.0,0.22101694915254239
450,342,39.1213843645614,-77.23763533064327,106.0095652173913,102.0,1.9941791924550545
451,38,39.0975844668421,-77.23626897263158,63.18518518518518,63.0,0.04559114274416765
452,123,39.091167233739846,-77.22441874926831,82.84633027522936,81.0,0.2554655729727851
453,51,39.076613611764714,-77.23491584705882,84.22711336190105,76.0,0.5643884579763834
454,6,39.06153051333333,-77.26158399,78.2525320729237,75.0,0.26684229512139135
455,7,39.05419028428571,-77.28057175285714,53.423668032786885,50.0,0.009213111263802731
456,18,39.071451296111114,-77.27129301277779,63.123873873873876,64.0,0.010956507624466828
457,83,39.10691050566265,-77.25685630361446,73.18321513002364,74.0,0.10222356732121557
458,15,39.111100858,-77.27812097866668,58.394067796610166,55.0,0.05453770305428628
459,12,39.09542483166666,-77.31338995083333,63.885413005272405,63.0,0.07580483820369702
460,1,39.02576051,-77.21942694,55.593431252549976,50.0,0.11575167760504734
461,3,39.11067244,-77.36872249,90.31448412698413,96.0,0.9536046524104336
462,27,39.14065755851852,-77.40191527370371,86.71264367816092,86.0,0.17343288225229428
463,2,39.16159084,-77.36237566,81.6370786516854,86.0,0.45678195488721807
464,60,39.158128005,-77.29919272016669,66.30783866057838,58.0,0.3380300075249167
465,415,39.188862075180715,-77.27692140154217,69.70755968169762,68.0,0.25187866950898546
466,134,39.22764364298507,-77.28916873246268,108.05913978494624,104.0,2.30249753532698
467,21,39.17404722761905,-77.2442932295238,93.17647058823529,91.0,0.7821113819613725
468,292,39.183638954589036,-77.24274777393836,107.62585034013605,109.0,3.068140910259707
469,146,39.17365603157534,-77.24064761842466,80.61904761904762,77.0,0.5482768579129765
470,187,39.17742283085562,-77.2334003484492,73.63459459459459,72.0,0.34031248770120825
471,323,39.18773640637771,-77.23649578842105,90.15851272015655,91.0,0.6578265563152214
472,110,39.20207094763635,-77.23803534254546,65.93016116653875,61.0,0.21174977078778476
473,33,39.2038739,-77.24572937181819,82.01351351351352,81.0,0.7261092150170648
474,152,39.20360936947369,-77.25782078078946,83.5006435006435,82.0,0.5697660351794053
475,6,39.19483133666667,-77.262108515,95.68,97.0,1.0527783737395409
476,196,39.23327153500001,-77.25746910551021,93.7107765451664,95.0,1.5097727128032088
477,10,39.235069265999996,-77.21166150399999,71.90505836575875,73.0,0.23994202742961432
478,8,39.21885417125,-77.16096804125,71.79924874791318,73.5,0.24512173938218348
479,14,39.276702625,-77.19597550428571,76.93056994818653,79.0,0.33344110356719475
480,7,39.26327558571428,-77.14451485,65.59411404046597,64.0,0.177382079105496
481,70,39.26795393428571,-77.21264939342859,73.5030303030303,74.0,0.243228005432972
482,6,39.283354055,-77.23416205166667,85.57696447793326,88.0,0.4926121322494039
483,-1,-1.0,1.0,64.42612752721618,53.0,0.33569064098705986
484,31,39.291344016129024,-77.2073707232258,65.08754542451273,61.0,0.19714415919793407
485,13,39.31862825,-77.19168925,68.9359690588741,64.0,0.30201941495405993
486,14,39.24826315857143,-77.29563559642857,70.1291963377416,62.0,0.3277542372881356
487,4,39.25537588,-77.30391967,75.82075471698113,70.0,0.3696319018404908
488,3,39.232297689999996,-77.35449919333333,80.71468662301216,83.0,0.5498078097496139
489,3,39.244892066666665,-77.36761069333333,78.681389203473,81.0,0.3912570421595066
490,1,39.17858279,-77.35712892,65.84840923268871,64.0,0.16568380598992843
491,1,39.22601494,-77.40180124,79.96120996441282,82.0,0.39893285849479504
492,12,39.14926285333333,-77.40750443583335,81.39371534195934,80.0,0.6384134543830927
493,4,39.19300899,-77.430614635,75.49276111685626,79.0,0.1749893367884821
494,12,39.15699325166667,-77.41935992833334,79.37673920799143,84.0,0.3448805285395649
495,2,39.16213192,-77.46929278,72.75504957767168,77.0,0.24141215394834134
496,-1,-1.0,1.0,69.63701399688958,57.0,0.49005996632301946
497,3,39.139764703333334,-77.42981157666667,88.45054945054945,88.0,0.35112047821991776
498,6,39.13107875999999,-77.42862997000002,85.97668771248179,90.0,0.7008320362790876
499,46,39.138752800652185,-77.41183300652173,93.70531400966183,91.0,0.8541908964901939
500,5,39.10162803600001,-77.45525281399998,64.41432748538011,56.0,0.27113367857709564
501,33,38.99390227272727,-77.05677936242425,75.09302325581395,71.0,0.2235695339143615
502,36,38.99111192972222,-77.05400565444445,72.27843137254902,66.0,0.41809648380395475
503,176,39.16908940397727,-77.18617981613636,74.90355329949239,75.0,0.11936279157974587
504,184,39.18412956358695,-77.19208999891305,86.2864077669903,87.0,0.3941723204831562
505,554,39.15650432893502,-77.19876472019857,105.92775665399239,95.0,1.3342270632593214
506,49,39.23641346857143,-77.24055047857144,89.81288723667906,89.0,0.5801648207900933
507,8,39.06536526,-77.2965628275,60.83111449220236,56.0,0.0839506842258657
508,75,39.19352221293334,-77.19145593786668,60.96900826446281,60.0,0.028797545584492556
509,32,39.245330288125004,-77.280686261875,49.31569425599276,42.0,0.11279277440424555
510,1,39.240676,-77.30758424,72.47540983606558,74.0,0.12631203505553856
511,3,39.03590700333333,-77.24750747666667,57.75761421319797,52.0,0.12438855674687485
512,45,38.98782622044444,-77.02122620222222,120.11904761904762,114.5,2.6061472480343104
513,18,39.027173559444435,-77.07105221055556,97.72857142857143,88.0,1.3712305025996534
514,18,38.994189498333334,-77.01708056111111,79.15217391304348,78.0,0.18368010403120935
515,39,38.99097496923077,-77.0174077569231,72.82692307692308,73.5,0.13723723723723724
516,126,38.96257525182539,-77.0883743161111,135.49056603773585,140.0,6.217085427135679
517,76,38.997009404210516,-77.0388038186842,130.1090909090909,134.0,13.939457202505219
518,357,39.039009222997194,-76.99219628182072,129.7826086956522,119.0,4.836918263590145
519,107,39.059686432710286,-76.99372627971961,74.57692307692308,73.0,0.2896145788301021
520,153,39.02699851849673,-77.1505163406536,71.20365535248042,58.0,0.678163748807729
521,73,39.0752067639726,-77.11626595643835,111.26666666666667,112.0,3.131188118811881
522,68,39.07510091764706,-77.11684653588236,151.58333333333334,152.0,inf
523,108,39.050608249166665,-77.1018831575,118.61471861471861,112.0,2.7627025542433397
524,39,39.052611507692305,-77.08044190846154,105.96969696969697,101.0,1.6352675207234364
525,194,39.05838958969073,-77.08155357484534,83.01760563380282,85.0,0.48273693478397584
526,95,39.080482399789474,-77.07636462389472,158.76470588235293,150.0,inf
527,60,39.07309780333333,-77.089366974,97.87378640776699,98.0,1.0109714741671654
528,36,39.08478199388888,-77.09008900833334,85.91803278688525,83.0,0.2545780969479354
529,68,39.092835019852934,-77.10916716411765,85.05414012738854,74.5,0.7341081747938446
530,109,39.09076918697247,-77.04780504165137,89.35454545454546,79.0,0.7517376581714489
531,88,39.10228197215909,-77.05143905249999,81.42443064182194,80.0,0.2528830837846448
532,48,39.0948387625,-77.06119491458334,89.89406779661017,84.0,1.055119635764797
533,20,39.08344561700001,-77.07733175599999,108.0495867768595,110.0,2.973860182370821
534,394,39.089511181015226,-77.07672538451776,105.70707070707071,103.5,2.035092807424594
535,34,39.047487268235294,-77.0221053532353,58.56427015250544,55.0,0.05843209827932433
536,157,39.05847185579617,-77.0495553285987,149.21052631578948,151.0,29.483870967741936
537,2,39.13827482,-77.08786609,66.39799331103679,68.0,0.05343308924970816
538,2,39.150820035,-77.09501222,58.710997442455245,56.0,0.009143660981185159
539,62,39.141536850806446,-77.08693007290321,74.63608087091757,72.0,0.17896624576229547
540,93,39.1629670855914,-77.06741454010752,68.8997555012225,68.0,0.07919730392156862
541,31,39.17735590258065,-77.09767119483871,82.41768707482993,84.0,0.49233839180134015
542,140,39.15006963678572,-77.16180572942856,74.20212765957447,72.0,0.19676744106242064
543,36,39.193398217500004,-77.17441506416667,58.54034810126582,56.0,0.0549464649776878
544,129,39.17334815387596,-77.19921424193798,86.10232558139535,82.0,0.437936927139972
545,195,39.162143347948714,-77.22015594358975,99.2085308056872,95.0,0.9729500471253535
546,280,39.17110450003572,-77.20629105039286,106.63953488372093,95.0,1.2330168005843682
547,113,39.182065896017704,-77.21308382769911,65.86170212765957,59.0,0.24659373112289415
548,598,39.14955832498328,-77.2035969275418,129.96428571428572,128.0,5.380479251899474
549,312,39.11552498192307,-77.2003961872436,119.27810650887574,114.0,3.931017612524462
550,160,39.126539244374996,-77.20859591875,92.87254901960785,101.5,2.106920301738275
551,165,39.13719535787879,-77.16543317581818,88.38814016172506,82.0,0.6323767329566667
552,67,39.11167327641791,-77.21936875597014,83.0091743119266,83.0,0.4674018812844632
553,13,39.106740819230765,-77.2290514453846,66.97752808988764,70.0,0.018017248740500383
554,228,39.14116798758772,-77.2245823955263,112.94314381270902,112.0,3.1394949742583966
555,57,39.14475276122807,-77.22941758210527,90.35379061371842,88.0,0.9182953935770676
556,63,39.10903123396826,-77.24786769746032,81.46880269814503,79.0,0.3383660692024268
557,13,39.08814454461538,-77.24076841692307,70.83171521035598,67.0,0.3085615209852924
558,10,39.041343294,-77.240273572,60.84916666666667,57.0,0.03378024436170062
559,10,39.071982881,-77.298103564,58.243081931633206,54.0,0.021643126356264513
560,9,39.08932437777778,-77.28968078555555,62.482661004954,61.0,0.0488874104522828
561,1,39.09312636,-77.34586759,71.72503920543649,72.0,0.3021856523265856
562,2,39.095064555,-77.36595381000001,86.04296875,90.0,0.48810971490339145
563,2,39.090727075000004,-77.37430371,70.65666118421052,74.0,0.27846349574805257
564,4,39.1151213025,-77.395008935,74.37034304684619,78.0,0.5087328075190446
565,-1,-1.0,1.0,70.0451174289246,73.0,0.21082264957264957
566,1,39.1130574,-77.46203111,73.25196486361534,74.0,0.6093200885692811
567,-1,-1.0,1.0,72.65712564025308,73.0,0.4068631168725096
568,-1,-1.0,1.0,77.77688738928723,80.0,0.2454345300807737
569,2,39.17902253,-77.46619324,57.24561403508772,49.0,0.13537117903930132
570,-1,-1.0,1.0,67.15268225584595,55.0,0.3725666602939688
571,-1,-1.0,1.0,57.106308411214954,46.0,0.15569478101542644
572,7,39.20380972571428,-77.41401592,63.924050632911396,60.0,0.11350452864751179
573,3,39.17802321,-77.38351607666665,81.93144950287808,86.0,0.45047014683403586
574,2,39.19569041,-77.375387545,96.72429906542057,97.0,1.1406853281853282
575,4,39.207007794999996,-77.373089255,79.97407912687585,84.0,0.28088537342131714
576,6,39.209848326666666,-77.35465345666667,74.26478494623656,78.0,0.15893502625378425
577,7,39.25140004428572,-77.36406776285715,79.0863309352518,82.0,0.30695505052814487
578,5,39.138823374000005,-77.304808154,67.63920922570017,68.0,0.1700484468509547
579,2,39.215000375,-77.355326865,75.42204724409449,78.0,0.2294600110385193
580,8,39.197142490000004,-77.31972494749999,59.74870831376233,51.0,0.15780898723001446
581,5,39.262479709999994,-77.34296896,69.2923667786846,67.0,0.2604333132482775
582,2,39.24280653,-77.32240065,61.79077770130764,58.0,0.07329260857610788
583,8,39.20170916,-77.29719926375,58.29631635969664,51.0,0.12174910095377078
584,2,39.17204846,-77.35941502,76.83441258094356,81.0,0.19305352064121348
585,1,39.18823127,-77.31928131,59.79775280898876,48.0,0.1916233124794205
586,21,39.16574619428571,-77.29598873619048,64.5045170257123,53.0,0.2808687972622399
587,5,39.134130938,-77.34344071199999,75.88291139240506,81.0,0.12655477384573824
588,3,39.14557655666667,-77.30369430333333,65.04585679806918,66.0,0.05722056592918039
589,8,39.1391202975,-77.28481112,71.2165109034268,70.0,0.20626335646254915
590,38,39.13893792421052,-77.24966931184208,50.30332326283988,46.0,0.012133148539888637
591,54,39.124390726296305,-77.25052732888888,67.1715374841169,67.0,0.1591457264395036
592,27,39.10136009814815,-77.27149451000001,64.77165354330708,64.0,0.04024532894944833
593,207,39.147003553719806,-77.23030971487923,99.3588785046729,101.0,2.078353022932592
594,337,39.162297231097924,-77.26934699323441,75.42730299667036,78.0,0.38448061604905576
595,305,39.17746788937705,-77.26124631363935,113.37249283667622,114.0,2.7092903346770414
596,268,39.170443420000005,-77.2849601747015,83.35616438356165,83.0,0.4857770723965328
597,20,39.2286232335,-77.289315593,57.23777564717162,49.0,0.1007670465021942
598,119,39.22516020117648,-77.2684710112605,96.44974874371859,92.0,1.3904226170707406
599,59,39.244226371186436,-77.27291233491523,114.6280487804878,117.5,5.337097589752234
600,118,39.2247870842373,-77.24547407822034,111.91403162055336,113.0,2.5948897000476117
601,11,39.24698858,-77.25977960363637,74.09325153374233,77.0,0.13101459047404992
602,-1,-1.0,1.0,54.33957845433255,47.0,0.04805998464248611
603,4,39.281804262499996,-77.308406645,60.97826086956522,53.0,0.17306754025231755
604,6,39.29517227833333,-77.27602392,71.78318787322003,73.0,0.21400826574686926
605,8,39.28960530249999,-77.24646228625,74.38597972972973,76.0,0.2692188524531102
606,30,39.26253810800001,-77.22576395366667,59.9568345323741,59.0,0.009600533026439323
607,22,39.27785947272727,-77.21474635772728,71.17142857142858,72.0,0.2147800806527244
608,-1,-1.0,1.0,76.04255319148936,80.0,0.2649368460636627
609,-1,-1.0,1.0,82.38362068965517,84.0,0.5272683686923169
610,9,39.32145285000001,-77.22111710777777,81.71910828025477,84.0,0.2870312782135907
611,18,39.32436857944444,-77.1994791072222,80.69273301737756,82.0,0.2361240516438174
612,51,39.2891386417647,-77.20079500431373,71.103711790393,68.0,0.23879716981132076
613,8,39.2844782575,-77.176230095,82.8103448275862,85.0,0.32712145400957876
614,11,39.28859180999999,-77.15862402818182,61.63873275421564,55.0,0.1155119479174373
615,98,39.28236079969388,-77.20571739489796,106.64156626506023,100.5,1.9306348812184422
616,14,39.260503623571424,-77.19755729357142,70.18218623481782,71.5,0.05076526746476739
617,26,39.267444183076925,-77.167579855,71.68212669683258,72.0,0.20474162515685007
618,1,39.25225697,-77.1438199,69.68398268398268,69.5,0.2155330275056163
619,50,39.2528152278,-77.21538170720001,66.86271676300578,70.0,0.09591539454517463
620,34,39.247278132352946,-77.195991495,65.60552092609083,68.0,0.04695115885805232
621,13,39.22300171307692,-77.19149264846153,62.39057239057239,60.0,0.06615778521494807
622,8,39.215505405,-77.18460207875,69.28975741239893,69.0,0.0020269348457385645
623,8,39.205511845000004,-77.20084159625,61.271714922049,60.0,0.019643452800118602
624,5,39.209908198,-77.213071452,60.60979228486647,54.0,0.18904994760740482
625,24,39.21959603458333,-77.23676164541666,93.85951327433628,96.0,1.2533262514938255
626,2,39.241981625,-77.23486659,93.91144708423326,92.0,0.7455238859895624
627,16,39.250572274999996,-77.179383526875,65.40236275191106,66.0,0.054746775151576284
628,4,39.2380488125,-77.1655188175,80.15261324041812,80.0,0.3566601007301164
629,1,39.25225697,-77.1438199,80.22222222222223,81.0,0.1695464362850972
630,8,39.24039365125,-77.12163457375,81.53584301161393,85.0,0.6134515714897056
631,14,39.20691694642857,-77.14665774928571,76.35123523093448,73.0,0.5337461701117681
632,22,39.207778103636365,-77.11874132318181,71.75392200806813,74.0,0.13268143577842087
633,6,39.21354654666666,-77.07940639666666,61.09318181818182,53.0,0.0943027539742311
634,6,39.179704916666665,-77.10163382666667,84.75751072961373,85.0,0.6139669826740765
635,1,39.1903137,-77.065675,80.57142857142857,82.0,0.6461479214382715
636,5,39.184768989999995,-77.05983591200001,71.98398169336384,66.0,0.3419649332366367
637,3,39.19053845,-77.04476933666666,70.93913043478261,72.0,0.039500509683995925
638,1,39.18164469,-77.05358564,64.26575809199319,59.0,0.11329496827504795
639,8,39.191205028750005,-77.0285131675,61.12825278810409,50.0,0.30535048027308087
640,15,39.17922452533334,-77.01142467,57.696645253390436,53.0,0.05039308686894939
641,32,39.15152215781251,-77.02259190781251,71.58983451536643,71.0,0.14847824025789325
642,135,39.1473442365926,-77.06262143266666,102.36421052631579,90.0,1.023513254817096
643,5,39.145912656,-77.03452609200001,73.37547892720306,69.0,0.22778561354019747
644,31,39.11560974580645,-77.06970489419353,77.0111234705228,70.0,0.534997671995211
645,19,39.14875337421053,-76.99796456052631,55.948602344454464,52.0,0.06598976050578978
646,25,39.0915110172,-76.97269795279999,61.84873949579832,61.0,0.06070978202125743
647,66,39.080791645606055,-76.9910352940909,59.881418092909534,51.5,0.27862904278368006
648,1,38.990932,-77.155678,78.14473684210526,73.5,0.2794054286945282
649,3,39.016114933333334,-77.11437842666668,63.202127659574465,61.0,0.10222634508348794
650,4,39.015689114999994,-77.09784186,86.77083333333333,85.5,0.4109078590785908
651,5,39.004807031999995,-77.07759478,77.36842105263158,79.0,0.08647450110864745
652,4,39.01410386,-77.06024893,76.33333333333333,69.0,0.08237677245104659
653,4,39.014248817500004,-77.0309091775,88.57692307692308,78.0,0.8105345911949685
654,9,39.0153805,-77.0051504088889,79.3030303030303,77.0,0.3573651452282158
655,7,39.01954657142857,-76.98190651142856,73.34693877551021,76.0,0.28082679971489666
656,3,39.02543824,-77.11233956666666,75.24615384615385,72.0,0.2335435056746532
657,1,39.04286011,-77.14838608,102.02272727272727,92.5,1.560752994865944
658,11,39.06465262000001,-77.15967696,89.44444444444444,90.5,0.9252615844544095
659,2,39.09399388,-77.17655017999999,115.01960784313725,117.0,6.510883482714469
660,20,39.131783538,-77.19789518500001,111.75,115.0,4.767741935483871
661,16,39.175251265,-77.247347379375,92.44262295081967,91.0,0.5988091862772895
662,4,39.1985255275,-77.2643005675,100.66666666666667,98.0,1.132292827945002
663,4,39.245929697499996,-77.29803656499999,77.28888888888889,75.0,0.2821332022609978
664,4,39.023115017500004,-77.14250212,90.94594594594595,79.5,0.8925759280089989
665,81,39.14162607123456,-77.14486299925926,72.51728247914184,71.0,0.25688433491024026
666,8,38.99393989375,-77.03746609375,81.78947368421052,82.0,0.4101633393829401
667,32,38.9931780925,-77.0340764871875,97.05263157894737,93.0,0.9472016895459345
668,115,38.989501243913054,-77.02840586104348,155.4,149.0,inf
669,25,38.98931303519999,-77.03120458,113.58823529411765,101.0,1.6524725274725274
670,287,38.99406762456446,-77.02467409675958,183.06666666666666,188.0,inf
671,318,38.99733733053459,-77.02408776103773,191.375,193.0,inf
672,33,39.01378617757575,-77.00114827121212,76.22950819672131,78.0,0.3431542461005199
673,20,39.026394045,-77.062351904,60.77570093457944,61.0,0.0
674,120,39.05313911625,-77.04893210208333,99.50909090909092,89.5,1.2578382838283828
675,53,39.07651392075472,-77.00322672018868,64.62285714285714,60.0,0.15409735687315032
676,7,39.073633668571425,-77.00259471142856,111.75,109.0,2.568862275449102
677,13,39.073577622307695,-77.00246151692308,146.2941176470588,157.0,22.462264150943398
678,28,39.075748722499995,-77.00140047892857,131.75,141.5,16.421487603305785
679,41,39.08644992902439,-77.00544973317072,64.45738045738045,63.0,0.057074667575860896
680,42,39.12696083976191,-76.98009635523809,60.464596273291924,57.0,0.09279908997021448
681,28,39.14971678285713,-77.04605465,69.41005291005291,67.0,0.1813679139087757
682,28,39.16964887678572,-77.05179985821428,65.79845626072041,64.0,0.07071482401540738
683,3,38.96379373,-77.08513029,59.98913043478261,60.5,0.0
684,12,38.987591564166664,-77.10528648666666,82.21739130434783,77.0,0.22871994801819362
